"file","name","command","category","action","rationale","explicitSuites"
"functions/e1-authority-service/package.json","start","node server.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","check:staging-recommendations","node --test functions/test/staging-recommendations.test.cjs && node functions/scripts/check-staging-recommendations.cjs","SCHEDULED/DEEP ONLY","MOVE TO DEEP/NIGHTLY","Retain scenario coverage and run on owning-area changes; omit unrelated product edits. Not permission to run live infrastructure.","functions/test/staging-recommendations.test.cjs"
"package.json","check:staging-decision-summary","node --test functions/test/staging-decision-summary.test.cjs && node functions/scripts/check-staging-decision-summary.cjs","SCHEDULED/DEEP ONLY","MOVE TO DEEP/NIGHTLY","Retain scenario coverage and run on owning-area changes; omit unrelated product edits. Not permission to run live infrastructure.","functions/test/staging-decision-summary.test.cjs"
"package.json","check:staging-resource-preflight","node --test functions/test/staging-resource-preflight.test.cjs && node functions/scripts/check-staging-resource-preflight.cjs","SCHEDULED/DEEP ONLY","MOVE TO DEEP/NIGHTLY","Retain scenario coverage and run on owning-area changes; omit unrelated product edits. Not permission to run live infrastructure.","functions/test/staging-resource-preflight.test.cjs"
"package.json","check:staging-resource-readiness","node --test functions/test/staging-resource-readiness.test.cjs","SCHEDULED/DEEP ONLY","MOVE TO DEEP/NIGHTLY","Retain scenario coverage and run on owning-area changes; omit unrelated product edits. Not permission to run live infrastructure.","functions/test/staging-resource-readiness.test.cjs"
"package.json","staging:resource-preflight","node functions/scripts/staging-resource-preflight.cjs","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","staging:resource-readiness","node functions/scripts/staging-resource-readiness.cjs","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","check:share-activation-readiness","node scripts/check-share-activation-readiness.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","check:share-visibility-contract","node scripts/check-share-visibility-contract.js","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:share-visibility-rules","bash scripts/check-share-visibility-rules.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:provider-public-projection-rules","bash scripts/check-provider-public-projection-rules.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:narrow-read-contract","node scripts/check-narrow-read-contract.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","check:narrow-read-rules","bash scripts/check-narrow-read-rules.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:durable-auth-runtime","node --test tests/durable-auth-runtime-readiness.test.cjs functions/test/e1-runtime-authorization.test.cjs functions/test/e1-deployment-guard.test.cjs","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.","tests/durable-auth-runtime-readiness.test.cjs functions/test/e1-runtime-authorization.test.cjs functions/test/e1-deployment-guard.test.cjs"
"package.json","check:durable-auth-rules","bash scripts/check-durable-auth-rules.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-authority-decision","node --test functions/test/e1-authority-boundary.test.cjs tests/e1-authoritative-store-decision.test.cjs","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.","functions/test/e1-authority-boundary.test.cjs tests/e1-authoritative-store-decision.test.cjs"
"package.json","check:e1-firestore-authority","bash scripts/check-e1-firestore-authority.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-rtdb-legacy-reader","bash scripts/check-e1-rtdb-legacy-reader.sh","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-authority-package","node functions/scripts/check-e1-authority-package.cjs","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-hardening","npm --prefix functions run test:e1-production-hardening","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-infrastructure-guard","npm --prefix functions run test:e1-production-infrastructure-guard","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-read-proof-guard","npm --prefix functions run test:e1-production-read-proof-guard","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-first-mutation-guard","npm --prefix functions run test:e1-production-first-mutation-guard","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-second-mutation-guard","npm --prefix functions run test:e1-production-second-mutation-guard","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-third-mutation-guard","npm --prefix functions run test:e1-production-third-mutation-guard","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:e1-production-client-foundation","node --test tests/e1-client-foundation-canary.test.cjs && npm --prefix functions run test:e1-production-client-foundation","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.","tests/e1-client-foundation-canary.test.cjs"
"package.json","e1:client-foundation-execution","node functions/scripts/check-e1-production-client-foundation-execution.cjs","PRIVATE/MANUAL","KEEP","Offline operator guard remains required when operator code changes; live execution is separately authorized, never a routine PR task.",""
"package.json","check:e1-production-third-mutation-candidate-pool","npm --prefix functions run check:e1-production-third-mutation-candidate-pool","PRIVATE/MANUAL","KEEP","Offline operator guard remains required when operator code changes; live execution is separately authorized, never a routine PR task.",""
"package.json","check:e1-production-third-mutation-canary-setup","npm --prefix functions run check:e1-production-third-mutation-canary-setup","PRIVATE/MANUAL","KEEP","Offline operator guard remains required when operator code changes; live execution is separately authorized, never a routine PR task.",""
"package.json","check:e1-gateway-source","npm --prefix functions run test:e1-gateway-source","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","check:group-e-control-rules-tooling","node scripts/check-group-e-control-rules-tooling.cjs && node --test tests/group-e-control-rules-tooling.test.cjs tests/group-e-control-rules-deny-all.test.cjs","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.","tests/group-e-control-rules-tooling.test.cjs tests/group-e-control-rules-deny-all.test.cjs"
"package.json","check:firebase-app-check-client","node --test tests/firebase-app-check-client.test.cjs","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.","tests/firebase-app-check-client.test.cjs"
"package.json","audit:trainer-names","node scripts/audit-trainer-names.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","audit:uid-handles","node scripts/audit-uid-handle-mappings.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","audit:share-visibility","node scripts/audit-share-visibility-migration.js","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","review:share-visibility","node scripts/review-share-visibility-migration.js","CRITICAL CONTRACT","KEEP","Ownership, persistence, privacy, admission, release or recovery contract; keep isolated models AND adapter/Rules coverage. They are different failure boundaries.",""
"package.json","review:uid-handles","node scripts/build-identity-review.js","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","reset:existing-pin","node scripts/reset-existing-auth-pin.cjs","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","visual","playwright test","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
"package.json","visual:headed","playwright test --headed","USEFUL FOCUSED","KEEP","Focused domain/UX contract; keep selected by dependency impact rather than every package alias.",""
